Baixar;Tratar;Metadados;Renomear;V. final sharepoint;Sigla;Nome do arquivo;Título PT-BR;Descrição PT-BR;Legenda PT-BR;Texto alt PT-BR;Título Inglês;Descrição Inglês;Legenda Inglês;Texto alt Inglês;Título Espanhol;Descrição Espanhol;Legenda Espanhol ;Texto alt Espanhol;;
OK;OK;parcial;;;UFFS;UFFS_04;Edifício hospitalar moderno em tons de cinza com grande fachada de vidro e jardim com rampas de acesso em primeiro plano.;A imagem apresenta a fachada do Restaurante Universitário no campus Chapecó da Universidade Federal da Fronteira Sul. O prédio de arquitetura contemporânea combina elementos amarelos em formato angular, fachada cinza, paredes brancas e grandes janelas de vidro espelhado, situado sobre um terreno com relevo em aclive e gramado sob céu azul com nuvens.;Fachada do Restaurante Universitário (RU) da UFFS. Foto: site UFFS.;Prédio moderno de restaurante universitário com detalhes angulares amarelos, fachada de vidro espelhado e gramado ao redor.;;;;;;;;;;
;;;;;UFG;UFG_00;;;;;;;;;;;;;;
OK;OK;;;;UFG;UFG_01;;;;;;;;;;;;;;
OK;OK;;;;UFG;UFG_02;;;;;;;;;;;;;;
OK;OK;;;;UFG;UFG_03;;;;;;;;;;;;;;
OK;OK;;;;UFG;UFG_04;;;;;;;;;;;;;;
;;;;;UFGD;UFGD_00;;;;;;;;;;;;;;
OK;OK;;;;UFGD;UFGD_01;;;;;;;;;;;;;;
OK;OK;;;;UFGD;UFGD_02;;;;;;;;;;;;;;
OK;OK;;;;UFGD;UFGD_03;;;;;;;;;;;;;;
OK;OK;;;;UFGD;UFGD_04;;;;;;;;;;;;;;
;;;;;UFJ;UFJ_00;;;;;;;;;;;;;;
OK;OK;;;;UFJ;UFJ_01;;;;;;;;;;;;;;
OK;OK;;;;UFJ;UFJ_02;;;;;;;;;;;;;;
OK;OK;;;;UFJ;UFJ_03;;;;;;;;;;;;;;
OK;OK;;;;UFJ;UFJ_04;;;;;;;;;;;;;;
OK;;;;;UFJF;UFJF_00;;;;;;;;;;;;;;
OK;;;;;UFJF;UFJF_01;;;;;;;;;;;;;;
OK;;;;;UFJF;UFJF_02;;;;;;;;;;;;;;
OK;;;;;UFJF;UFJF_03;;;;;;;;;;;;;;
OK;;;;;UFJF;UFJF_04;;;;;;;;;;;;;;
OK;;;;;UFLA;UFLA_00;;;;;;;;;;;;;;
OK;;;;;UFLA;UFLA_01;;;;;;;;;;;;;;
OK;;;;;UFLA;UFLA_02;;;;;;;;;;;;;;
OK;;;;;UFLA;UFLA_03;;;;;;;;;;;;;;
OK;;;;;UFLA;UFLA_04;;;;;;;;;;;;;;
OK;;;;;UFMA;UFMA_00;;;;;;;;;;;;;;
OK;;;;;UFMA;UFMA_01;;;;;;;;;;;;;;
OK;;;;;UFMA;UFMA_02;;;;;;;;;;;;;;
OK;;;;;UFMA;UFMA_03;;;;;;;;;;;;;;
OK;;;;;UFMA;UFMA_04;;;;;;;;;;;;;;
OK;;;;;UFMG;UFMG_00;;;;;;;;;;;;;;
OK;;;;;UFMG;UFMG_01;;;;;;;;;;;;;;
OK;;;;;UFMG;UFMG_02;;;;;;;;;;;;;;
OK;;;;;UFMG;UFMG_03;;;;;;;;;;;;;;
OK;;;;;UFMG;UFMG_04;;;;;;;;;;;;;;
OK;;;;;UFMS;UFMS_00;;;;;;;;;;;;;;
OK;;;;;UFMS;UFMS_01;;;;;;;;;;;;;;
OK;;;;;UFMS;UFMS_02;;;;;;;;;;;;;;
OK;;;;;UFMS;UFMS_03;;;;;;;;;;;;;;
OK;;;;;UFMS;UFMS_04;;;;;;;;;;;;;;
OK;;;;;UFMT;UFMT_00;;;;;;;;;;;;;;
OK;;;;;UFMT;UFMT_01;;;;;;;;;;;;;;
OK;;;;;UFMT;UFMT_02;;;;;;;;;;;;;;
OK;;;;;UFMT;UFMT_03;;;;;;;;;;;;;;
OK;;;;;UFMT;UFMT_04;;;;;;;;;;;;;;
OK;;;;;UFNT;UFNT_00;;;;;;;;;;;;;;
OK;;;;;UFNT;UFNT_01;;;;;;;;;;;;;;
OK;;;;;UFNT;UFNT_02;;;;;;;;;;;;;;
OK;;;;;UFNT;UFNT_03;;;;;;;;;;;;;;
OK;;;;;UFNT;UFNT_04;;;;;;;;;;;;;;
OK;;;;;UFOB;UFOB_00;;;;;;;;;;;;;;
OK;;;;;UFOB;UFOB_01;;;;;;;;;;;;;;
OK;;;;;UFOB;UFOB_02;;;;;;;;;;;;;;
OK;;;;;UFOB;UFOB_03;;;;;;;;;;;;;;
OK;;;;;UFOB;UFOB_04;;;;;;;;;;;;;;
OK;;;;;UFOP;UFOP_00;;;;;;;;;;;;;;
OK;;;;;UFOP;UFOP_01;;;;;;;;;;;;;;
OK;;;;;UFOP;UFOP_02;;;;;;;;;;;;;;
OK;;;;;UFOP;UFOP_03;;;;;;;;;;;;;;
OK;;;;;UFOP;UFOP_04;;;;;;;;;;;;;;
OK;;;;;UFOPA;UFOPA_00;;;;;;;;;;;;;;
OK;;;;;UFOPA;UFOPA_01;;;;;;;;;;;;;;
OK;;;;;UFOPA;UFOPA_02;;;;;;;;;;;;;;
OK;;;;;UFOPA;UFOPA_03;;;;;;;;;;;;;;
OK;;;;;UFOPA;UFOPA_04;;;;;;;;;;;;;;
OK;;;;;UFPA;UFPA_00;;;;;;;;;;;;;;
OK;;;;;UFPA;UFPA_01;;;;;;;;;;;;;;
OK;;;;;UFPA;UFPA_02;;;;;;;;;;;;;;
OK;;;;;UFPA;UFPA_03;;;;;;;;;;;;;;
OK;;;;;UFPA;UFPA_04;;;;;;;;;;;;;;
OK;;;;;UFPB;UFPB_00;;;;;;;;;;;;;;
OK;;;;;UFPB;UFPB_01;;;;;;;;;;;;;;
OK;;;;;UFPB;UFPB_02;;;;;;;;;;;;;;
OK;;;;;UFPB;UFPB_03;;;;;;;;;;;;;;
OK;;;;;UFPB;UFPB_04;;;;;;;;;;;;;;
OK;;;;;UFPE;UFPE_00;;;;;;;;;;;;;;
OK;;;;;UFPE;UFPE_01;;;;;;;;;;;;;;
OK;;;;;UFPE;UFPE_02;;;;;;;;;;;;;;
OK;;;;;UFPE;UFPE_03;;;;;;;;;;;;;;
OK;;;;;UFPE;UFPE_04;;;;;;;;;;;;;;
;;parcial;;;UFPel;UFPel_00;Brasão e logomarca oficial da Universidade Federal de Pelotas (UFPel);"A imagem apresenta o brasão circular oficial da Universidade Federal de Pelotas em fundo branco. O emblema circular possui fundo azul-escuro com raios de luz azuis claros. No centro, destacam-se as letras gregas Alfa (A) e Ômega (Ω) em branco ao lado de uma tocha com chama acesa, acima de uma embarcação amarela sobre ondas estilizadas em verde e azul. Ao redor do círculo, lê-se ""UNIVERSIDADE FEDERAL DE PELOTAS"" e ""RS-BRASIL"" em letras maiúsculas azuis.";Brasão e logomarca oficial da Universidade Federal de Pelotas. Foto: site UFPel.;"Brasão circular azul com as letras Alfa e Ômega, uma tocha acesa, um barco amarelo sobre ondas estilizadas e o nome ""UNIVERSIDADE FEDERAL DE PELOTAS"".";;;;;;;;;;
OK;OK;parcial;;;UFPel;UFPel_01;Fachada do Campus Anglo da Universidade Federal de Pelotas (UFPel);"A imagem mostra a fachada do prédio do Campus Anglo da Universidade Federal de Pelotas. A estrutura de quatro andares em concreto e tons cinzas exibe a sigla ""UFPEL"" no topo. Em primeiro plano, um grupo de estudantes está sentado em um amplo gramado verde, interagindo durante um evento ao ar livre em um dia ensolarado.";Fachada do Campus Anglo da UFPel com estudantes reunidos no gramado. Foto: site UFPel.;"Prédio cinza de quatro andares com a sigla ""UFPEL"" no topo e dezenas de estudantes sentados no gramado em primeiro plano.";;;;;;;;;;
OK;OK;parcial;;;UFPel;UFPel_02;Entrada da Biblioteca do Campus Anglo da UFPel;"A imagem mostra a entrada da biblioteca no Campus Anglo da Universidade Federal de Pelotas. Em primeiro plano à esquerda, destaca-se uma parede amarela com o letreiro em relevo azul ""UFPEL | BIBLIOTECA"". À direita, pessoas caminham em frente ao prédio térreo de paredes amarelas e telhado de telhas cerâmicas, sob dia ensolarado com céu azul.";Entrada da biblioteca no Campus Anglo da UFPel. Foto: site UFPel.;"Parede amarela com o letreiro azul ""UFPEL | BIBLIOTECA"" em primeiro plano e entrada do prédio ao fundo sob céu azul.";;;;;;;;;;
OK;OK;parcial;;;UFPel;UFPel_03;Prédio histórico da Faculdade de Direito da UFPel;A imagem mostra a imponente fachada do prédio histórico da Faculdade de Direito da Universidade Federal de Pelotas. A edificação neoclássica de dois andares apresenta tom amarelo-ouro com detalhes e colunas em bege, pórtico central com escadaria de acesso, sacada decorada e simetria arquitetônica. O entorno conta com árvores, palmeiras e um calçadão sob céu azul sem nuvens.;Fachada do prédio histórico da Faculdade de Direito da UFPel na Praça da Republica. Foto: site UFPel.;Edifício histórico neoclássico de dois andares na cor amarela com colunas, escadaria de acesso central e palmeiras ao redor.;;;;;;;;;;
OK;OK;parcial;;;UFPel;UFPel_04;Placa de identificação do Museu de Ciências Naturais Carlos Ritter da UFPel;"A imagem mostra em detalhe a placa de identificação fixada na fachada do Museu de Ciências Naturais Carlos Ritter, pertencente ao Instituto de Biologia da Universidade Federal de Pelotas. A placa vertical preta exibe o brasão e a sigla ""UFPEL"" no topo, o logo com a silhueta de uma ave e o nome do museu ao centro, e a indicação ""INSTITUTO DE BIOLOGIA"" na parte inferior, presa à parede de um prédio de arquitetura histórica em tom bege.";Placa de entrada do Museu de Ciências Naturais Carlos Ritter da UFPel. Foto: site UFPel.;"Placa preta pendurada em parede histórica bege com o brasão da UFPEL e o texto ""Museu de Ciências Naturais Carlos Ritter"".";;;;;;;;;;
OK;;;;;UFPI;UFPI_00;;;;;;;;;;;;;;
OK;;;;;UFPI;UFPI_01;;;;;;;;;;;;;;
OK;;;;;UFPI;UFPI_02;;;;;;;;;;;;;;
OK;;;;;UFPI;UFPI_03;;;;;;;;;;;;;;
OK;;;;;UFPI;UFPI_04;;;;;;;;;;;;;;
OK;;;;;UFPR;UFPR_00;;;;;;;;;;;;;;
OK;;;;;UFPR;UFPR_01;;;;;;;;;;;;;;
OK;;;;;UFPR;UFPR_02;;;;;;;;;;;;;;
OK;;;;;UFPR;UFPR_03;;;;;;;;;;;;;;
OK;;;;;UFPR;UFPR_04;;;;;;;;;;;;;;
OK;;;;;UFR;UFR_00;;;;;;;;;;;;;;
OK;;;;;UFR;UFR_01;;;;;;;;;;;;;;
OK;;;;;UFR;UFR_02;;;;;;;;;;;;;;
OK;;;;;UFR;UFR_03;;;;;;;;;;;;;;
OK;;;;;UFR;UFR_04;;;;;;;;;;;;;;
OK;;;;;UFRA;UFRA_00;;;;;;;;;;;;;;
OK;;;;;UFRA;UFRA_01;;;;;;;;;;;;;;
OK;;;;;UFRA;UFRA_02;;;;;;;;;;;;;;
OK;;;;;UFRA;UFRA_03;;;;;;;;;;;;;;
OK;;;;;UFRA;UFRA_04;;;;;;;;;;;;;;
OK;;;;;UFRB;UFRB_00;;;;;;;;;;;;;;
OK;;;;;UFRB;UFRB_01;;;;;;;;;;;;;;
OK;;;;;UFRB;UFRB_02;;;;;;;;;;;;;;
OK;;;;;UFRB;UFRB_03;;;;;;;;;;;;;;
OK;;;;;UFRB;UFRB_04;;;;;;;;;;;;;;
;;parcial;;;UFRGS;UFRGS_00;Logomarca oficial da Universidade Federal do Rio Grande do Sul (UFRGS);"A imagem apresenta o logotipo oficial da Universidade Federal do Rio Grande do Sul sobre fundo preto. No topo, exibe uma tocha azul com chamas vermelhas, posicionada acima da sigla ""UFRGS"" em letras maiúsculas grossas na cor azul. Na parte inferior, lê-se o nome completo da instituição ""UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL"" em letras maiúsculas brancas dispostas em duas linhas.";Logomarca oficial da Universidade Federal do Rio Grande do Sul. Foto: site UFRGS.;"Logotipo da UFRGS com chamas vermelhas sobre tocha azul, sigla azul ""UFRGS"" e nome completo em branco sobre fundo preto.";;;;;;;;;;
OK;OK;parcial;;;UFRGS;UFRGS_01;Prédio da Reitoria no Campus Centro da UFRGS;"A imagem mostra a fachada do prédio da Reitoria da Universidade Federal do Rio Grande do Sul em ângulo ascendente. A edificação de estilo modernista em tom bege possui vários andares com janelas em grelha. Em primeiro plano à direita, destaca-se um monumento metálico prateado com a sigla ""UFRGS"" e a escultura de uma tocha sobre um pedestal escuro no gramado. À esquerda, veem-se mastros com bandeiras ao lado do acesso principal sob um céu azul ensolarado.";Prédio da Reitoria da UFRGS no Campus Centro em Porto Alegre. Foto: site UFRGS.;Prédio alto bege de estilo modernista com monumento metálico prateado da UFRGS e tocha em primeiro plano sobre o gramado.;;;;;;;;;;
OK;OK;parcial;;;UFRGS;UFRGS_02;Prédio histórico do Centro Cultural da UFRGS (antigo Instituto de Química Industrial / Escola de Engenharia);"A imagem mostra em ângulo ascendente a fachada iluminada à noite do prédio histórico do Centro Cultural da UFRGS, localizado no Campus Centro. A edificação em estilo neoclássico e tom amarelo-dourado apresenta colunas imponentes, esculturas ornamentais na platibanda, janelas arcadas e as inscrições ""INSTITUTO DE QUÍMICA INDUSTRIAL"" e ""ESCOLA DE ENGENHARIA"" entalhadas na alvenaria, sob um céu azul-escuro crepuscular.";Fachada iluminada do Centro Cultural da UFRGS no Campus Centro. Foto: site UFRGS.;"Prédio histórico neoclássico iluminado em tom amarelo-dourado à noite com colunas e inscrições ""ESCOLA DE ENGENHARIA"" e ""INSTITUTO DE QUÍMICA INDUSTRIAL"".";;;;;;;;;;
OK;OK;parcial;;;UFRGS;UFRGS_03;Painel de identificação da Rádio e TV UFRGS;"A imagem mostra em primeiro plano à direita um grande painel branco fixado em estrutura metálica com o logotipo da UFRGS e o texto ""RÁDIO E TV"" em letras pretas maiúsculas. À esquerda, destaca-se a fachada de um prédio histórico de cor amarela com janelas ornamentadas e enquadrado pelas folhas de uma árvore sob céu azul.";Painel de identificação da Rádio e TV UFRGS em frente a prédio do campus. Foto: site UFRGS.;"Painel branco em estrutura metálica com o logotipo da UFRGS e a inscrição ""RÁDIO E TV"" ao lado de um prédio histórico amarelo.";;;;;;;;;;
OK;OK;parcial;;;UFRGS;UFRGS_04;Entrada do Cinema Universitario Sala Redenção da UFRGS;"A imagem mostra a entrada do cinema universitário Sala Redenção no Campus Centro da Universidade Federal do Rio Grande do Sul. O prédio de fachada preta possui portas de vidro abertas e uma placa vermelha e azul de identificação. À direita, destaca-se um grande mural em grafite homenageando a obra clássica do cinema ""Viagem à Lua"", com o rosto antropomórfico da lua atingido por um telescópio. À esquerda, veem-se esculturas em argila sobre pedestais de pedra.";Entrada da Sala Redenção - Cinema Universitário da UFRGS. Foto: site UFRGS.;"Fachada preta de cinema universitário com mural decorativo do filme ""Viagem à Lua"" à direita e portas de vidro de acesso à esquerda.";;;;;;;;;;
OK;;;;;UFRJ;UFRJ_00;;;;;;;;;;;;;;
OK;;;;;UFRJ;UFRJ_01;;;;;;;;;;;;;;
OK;;;;;UFRJ;UFRJ_02;;;;;;;;;;;;;;
OK;;;;;UFRJ;UFRJ_03;;;;;;;;;;;;;;
OK;;;;;UFRJ;UFRJ_04;;;;;;;;;;;;;;
;;parcial;;;UFRN;UFRN_00;Logomarca oficial da Universidade Federal do Rio Grande do Norte (UFRN);"A imagem apresenta o logotipo oficial da Universidade Federal do Rio Grande do Norte em fundo transparente. A marca é composta pela sigla ""UFRN"" em letras maiúsculas em tom azul-claro, com destaque para a letra ""F"" em azul-escuro sobreposta em um retângulo vertical. Abaixo, lê-se o nome completo ""UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"" em fonte itálica maiúscula nas mesmas cores correspondentes.";Logomarca oficial da Universidade Federal do Rio Grande do Norte. Foto: site UFRN.;Logotipo da UFRN em tons de azul-claro e azul-escuro com o nome completo da instituição por extenso abaixo.;;;;;;;;;;
OK;OK;parcial;;;UFRN;UFRN_01;Prédio da Reitoria da Universidade Federal do Rio Grande do Norte (UFRN);A imagem mostra uma vista aérea oblíqua do complexo do prédio da Reitoria da Universidade Federal do Rio Grande do Norte. A estrutura de arquitetura brutalista em concreto aparente destaca-se por seus volumes geométricos, passarelas cobertas e um relevo em escultura de sol na parede. O conjunto é cercado por um grande espelho d'água de tom esverdeado e ampla vegetação tropical, sob um céu ensolarado com nuvens.;Vista aérea do complexo da Reitoria da UFRN em Natal. Foto: Cícero Oliveira / site UFRN.;Vista aérea de edifício brutalista em concreto aparente cercado por grande espelho d'água esverdeado e árvores.;;;;;;;;;;
OK;OK;parcial;;;UFRN;UFRN_02;Prédio do Restaurante Universitário (RU) no campus da UFRN;"A imagem mostra a fachada externa do Restaurante Universitário da Universidade Federal do Rio Grande do Norte. A edificação ampla combina paredes amarelas e revestimento de pedra, protegida por grandes árvores de copas frondosas. Em primeiro plano, no gramado inclinado, lê-se a sigla ""RU"" formada por canteiros de flores ornamentais. Próximo à entrada, veem-se trabalhadores de uniforme branco sentados à sombra sob um céu azul ensolarado.";Fachada do Restaurante Universitário (RU) no Campus Central da UFRN em Natal. Foto: Cícero Oliveira / site UFRN.;Fachada do Restaurante Universitário (RU) no Campus Central da UFRN em Natal. Foto: Cícero Oliveira / site UFRN.;;;;;;;;;;
OK;OK;parcial;;;UFRN;UFRN_03;Acesso à Biblioteca Central Zila Mamede (BCZM) da UFRN;A imagem mostra a entrada e a estrutura externa da Biblioteca Central Zila Mamede no campus da Universidade Federal do Rio Grande do Norte. A edificação moderna combina colunas amarelas, paredes em cinza e grandes painéis de vidro. O espaço conta com rampas de acessibilidade com guarda-corpos brancos, passarelas metálicas cobertas por estrutura de aço e policarbonato, e um pátio interno com jardim gramado sob luz solar direta.;Entrada e passarelas de acesso da Biblioteca Central Zila Mamede (BCZM) da UFRN. Foto: Anastácia Vaz / site UFRN.;Edifício moderno com colunas amarelas e fachada de vidro, com rampas de acessibilidade e passarelas metálicas cobertas em primeiro plano.;;;;;;;;;;
OK;OK;parcial;;;UFRN;UFRN_04;Prédio do Instituto do Cérebro / Centro de Pesquisa da UFRN;A imagem mostra a fachada de arquitetura contemporânea do centro de pesquisa da Universidade Federal do Rio Grande do Norte. A edificação de vários andares combina painéis de revestimento metálico cinza e cerâmica avermelhada à esquerda com um painel frontal vermelho vibrante com aberturas circulares vazadas de diversos tamanhos à direita. Em primeiro plano, há um gramado verde com postes de iluminação, pequenas árvores e pessoas próximas à entrada coberta sob iluminação do entardecer.;Fachada do centro de pesquisa da UFRN em Natal. Foto: Cícero Oliveira / site UFRN.;Edifício de pesquisa moderno com fachada vermelha vibrante com furos circulares vazados ao lado de estrutura cinza e avermelhada.;;;;;;;;;;
OK;;;;;UFRPE;UFRPE_00;;;;;;;;;;;;;;
OK;;;;;UFRPE;UFRPE_01;;;;;;;;;;;;;;
OK;;;;;UFRPE;UFRPE_02;;;;;;;;;;;;;;
OK;;;;;UFRPE;UFRPE_03;;;;;;;;;;;;;;
;;;;;UFRPE;UFRPE_04;;;;;;;;;;;;;;
OK;OK;;;;UFRR;UFRR_00;;;;;;;;;;;;;;
OK;OK;;;;UFRR;UFRR_01;;;;;;;;;;;;;;
OK;OK;;;;UFRR;UFRR_02;;;;;;;;;;;;;;
OK;OK;;;;UFRR;UFRR_03;;;;;;;;;;;;;;
OK;OK;;;;UFRR;UFRR_04;;;;;;;;;;;;;;
;;;;;UFRRJ;UFRRJ_00;;;;;;;;;;;;;;
OK;OK;;;;UFRRJ;UFRRJ_01;;;;;;;;;;;;;;
OK;OK;;;;UFRRJ;UFRRJ_02;;;;;;;;;;;;;;
OK;OK;;;;UFRRJ;UFRRJ_03;;;;;;;;;;;;;;
OK;OK;;;;UFRRJ;UFRRJ_04;;;;;;;;;;;;;;
OK;;;;;UFS;UFS_00;;;Logomarca oficial da Universidade Federal de Sergipe;;;;;;;;;;;
OK;;;;;UFS;UFS_01;;;;;;;;;;;;;;
OK;;;;;UFS;UFS_02;;;;;;;;;;;;;;
OK;;;;;UFS;UFS_03;;;;;;;;;;;;;;
OK;;;;;UFS;UFS_04;;;Seminário dentro da sala de aula na UFS. Foto: Dani Santos / Site prefeitura de São Cristóvão;;;;;;;;;;;
OK;;;;;UFSB;UFSB_00;;;;;;;;;;;;;;
OK;;;;;UFSB;UFSB_01;;;;;;;;;;;;;;
OK;;;;;UFSB;UFSB_02;;;;;;;;;;;;;;
OK;;;;;UFSB;UFSB_03;;;;;;;;;;;;;;
OK;;;;;UFSB;UFSB_04;;;;;;;;;;;;;;
;;;;;UFSC;UFSC_00;;;;;;;;;;;;;;
OK;OK;;;;UFSC;UFSC_01;;;;;;;;;;;;;;
OK;OK;;;;UFSC;UFSC_02;;;;;;;;;;;;;;
OK;OK;;;;UFSC;UFSC_03;;;;;;;;;;;;;;
OK;OK;;;;UFSC;UFSC_04;;;;;;;;;;;;;;
OK;;;;;UFSCar;UFSCar_00;;;;;;;;;;;;;;
OK;;;;;UFSCar;UFSCar_01;;;;;;;;;;;;;;
OK;;;;;UFSCar;UFSCar_02;;;;;;;;;;;;;;
OK;;;;;UFSCar;UFSCar_03;;;;;;;;;;;;;;
OK;;;;;UFSCar;UFSCar_04;;;;;;;;;;;;;;
OK;;;;;UFSJ;UFSJ_00;;;;;;;;;;;;;;
OK;;;;;UFSJ;UFSJ_01;;;;;;;;;;;;;;
OK;;;;;UFSJ;UFSJ_02;;;;;;;;;;;;;;
OK;;;;;UFSJ;UFSJ_03;;;;;;;;;;;;;;
OK;;;;;UFSJ;UFSJ_04;;;;;;;;;;;;;;
;;;;;UFSM;UFSM_00;;;;;;;;;;;;;;
OK;OK;;;;UFSM;UFSM_01;;;;;;;;;;;;;;
OK;OK;;;;UFSM;UFSM_02;;;;;;;;;;;;;;
OK;OK;;;;UFSM;UFSM_03;;;;;;;;;;;;;;
OK;OK;;;;UFSM;UFSM_04;;;;;;;;;;;;;;
OK;;;;;UFT;UFT_00;;;logo UFT;;;;;;;;;;;
OK;;;;;UFT;UFT_01;;;Faichada UFT. Foto por gazetadocerrado.com.br;;;;;;;;;;;
OK;;;;;UFT;UFT_02;;;;;;;;;;;;;;
OK;;;;;UFT;UFT_03;;;;;;;;;;;;;;
OK;;;;;UFT;UFT_04;;;;;;;;;;;;;;
OK;;;;;UFTM;UFTM_00;;;;;;;;;;;;;;
OK;;;;;UFTM;UFTM_01;;;;;;;;;;;;;;
OK;;;;;UFTM;UFTM_02;;;;;;;;;;;;;;
OK;;;;;UFTM;UFTM_03;;;;;;;;;;;;;;
OK;;;;;UFTM;UFTM_04;;;;;;;;;;;;;;
OK;;;;;UFU;UFU_00;;;;;;;;;;;;;;
OK;;;;;UFU;UFU_01;;;;;;;;;;;;;;
OK;;;;;UFU;UFU_02;;;;;;;;;;;;;;
OK;;;;;UFU;UFU_03;;;;;;;;;;;;;;
OK;;;;;UFU;UFU_04;;;;;;;;;;;;;;
OK;;;;;UFV;UFV_00;;;;;;;;;;;;;;
OK;;;;;UFV;UFV_01;;;;;;;;;;;;;;
OK;;;;;UFV;UFV_02;;;;;;;;;;;;;;
OK;;;;;UFV;UFV_03;;;;;;;;;;;;;;
OK;;;;;UFV;UFV_04;;;;;;;;;;;;;;
OK;;;;;UFVJM;UFVJM_00;;;;;;;;;;;;;;
OK;;;;;UFVJM;UFVJM_01;;;;;;;;;;;;;;
OK;;;;;UFVJM;UFVJM_02;;;;;;;;;;;;;;
OK;;;;;UFVJM;UFVJM_03;;;;;;;;;;;;;;
OK;;;;;UFVJM;UFVJM_04;;;;;;;;;;;;;;
OK;;;;;UnB;UnB_00;;;;;;;;;;;;;;
OK;;;;;UnB;UnB_01;;;;;;;;;;;;;;
OK;;;;;UnB;UnB_02;;;;;;;;;;;;;;
OK;;;;;UnB;UnB_03;;;;;;;;;;;;;;
OK;;;;;UnB;UnB_04;;;;;;;;;;;;;;
OK;;;;;UNIFAL;UNIFAL_00;;;;;;;;;;;;;;
OK;;;;;UNIFAL;UNIFAL_01;;;;;;;;;;;;;;
OK;;;;;UNIFAL;UNIFAL_02;;;;;;;;;;;;;;
OK;;;;;UNIFAL;UNIFAL_03;;;;;;;;;;;;;;
OK;;;;;UNIFAL;UNIFAL_04;;;;;;;;;;;;;;
OK;;;;;UNIFAP;UNIFAP_00;;;;;;;;;;;;;;
OK;;;;;UNIFAP;UNIFAP_01;;;;;;;;;;;;;;
OK;;;;;UNIFAP;UNIFAP_02;;;;;;;;;;;;;;
OK;;;;;UNIFAP;UNIFAP_03;;;;;;;;;;;;;;
OK;;;;;UNIFAP;UNIFAP_04;;;;;;;;;;;;;;
OK;;;;;UNIFEI;UNIFEI_00;;;;;;;;;;;;;;
OK;;;;;UNIFEI;UNIFEI_01;;;;;;;;;;;;;;
OK;;;;;UNIFEI;UNIFEI_02;;;;;;;;;;;;;;
OK;;;;;UNIFEI;UNIFEI_03;;;;;;;;;;;;;;
OK;;;;;UNIFEI;UNIFEI_04;;;;;;;;;;;;;;
OK;;;;;UNIFESP;UNIFESP_00;;;;;;;;;;;;;;
OK;;;;;UNIFESP;UNIFESP_01;;;;;;;;;;;;;;
OK;;;;;UNIFESP;UNIFESP_02;;;;;;;;;;;;;;
OK;;;;;UNIFESP;UNIFESP_03;;;;;;;;;;;;;;
OK;;;;;UNIFESP;UNIFESP_04;;;;;;;;;;;;;;
OK;;;;;UNIFESSPA;UNIFESSPA_00;;;;;;;;;;;;;;
OK;;;;;UNIFESSPA;UNIFESSPA_01;;;;;;;;;;;;;;
OK;;;;;UNIFESSPA;UNIFESSPA_02;;;;;;;;;;;;;;
OK;;;;;UNIFESSPA;UNIFESSPA_03;;;;;;;;;;;;;;
OK;;;;;UNIFESSPA;UNIFESSPA_04;;;;;;;;;;;;;;
OK;;;;;UNILA;UNILA_00;;;;;;;;;;;;;;
OK;;;;;UNILA;UNILA_01;;;;;;;;;;;;;;
OK;;;;;UNILA;UNILA_02;;;;;;;;;;;;;;
OK;;;;;UNILA;UNILA_03;;;;;;;;;;;;;;
OK;;;;;UNILA;UNILA_04;;;;;;;;;;;;;;
OK;;;;;UNILAB;UNILAB_00;;;;;;;;;;;;;;
OK;;;;;UNILAB;UNILAB_01;;;;;;;;;;;;;;
OK;;;;;UNILAB;UNILAB_02;;;;;;;;;;;;;;
OK;;;;;UNILAB;UNILAB_03;;;;;;;;;;;;;;
OK;;;;;UNILAB;UNILAB_04;;;;;;;;;;;;;;
;;;;;UNIPAMPA;UNIPAMPA_00;;;;;;;;;;;;;;
OK;OK;;;;UNIPAMPA;UNIPAMPA_01;;;;;;;;;;;;;;
OK;OK;;;;UNIPAMPA;UNIPAMPA_02;;;;;;;;;;;;;;
OK;OK;;;;UNIPAMPA;UNIPAMPA_03;;;;;;;;;;;;;;
OK;OK;;;;UNIPAMPA;UNIPAMPA_04;;;;;;;;;;;;;;
;;;;;UNIR;UNIR_00;;;;;;;;;;;;;;
OK;OK;;;;UNIR;UNIR_01;;;;;;;;;;;;;;
OK;OK;;;;UNIR;UNIR_02;;;;;;;;;;;;;;
OK;OK;;;;UNIR;UNIR_03;;;;;;;;;;;;;;
OK;OK;;;;UNIR;UNIR_04;;;;;;;;;;;;;;
;;;;;UNIRIO;UNIRIO_00;;;;;;;;;;;;;;
;;;;;UNIRIO;UNIRIO_01;;;;;;;;;;;;;;
;;;;;UNIRIO;UNIRIO_02;;;;;;;;;;;;;;
;;;;;UNIRIO;UNIRIO_03;;;;;;;;;;;;;;
;;;;;UNIRIO;UNIRIO_04;;;;;;;;;;;;;;
OK;;;;;UNIVASF;UNIVASF_00;;;;;;;;;;;;;;
OK;;;;;UNIVASF;UNIVASF_01;;;;;;;;;;;;;;
OK;;;;;UNIVASF;UNIVASF_02;;;;;;;;;;;;;;
OK;;;;;UNIVASF;UNIVASF_03;;;;;;;;;;;;;;
OK;;;;;UNIVASF;UNIVASF_04;;;;;;;;;;;;;;
